family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,feeding.mode,tl,level.tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Pleuronectidae,Pleuronectes,quadrituberculatus,S,Pleuronectes quadrituberculatus,54,61,demersal,benthivorous,3.59,spe,flat,rounded,1.08,1.91,non-guarder,6.3,120054,57,0.1,87,37
Pleuronectidae,Pleuronectes,quadrituberculatus,S,Pleuronectes quadrituberculatus,54,67,demersal,benthivorous,3.59,spe,flat,rounded,1.08,1.91,non-guarder,6.3,28218,57,0.1,87,37
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,7,21,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,10.9,17,124,0.12,105,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,8,21,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,10.9,17,124,0.12,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,9,21,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,10.9,17,124,0.12,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,18,21,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,10.9,17,124,0.12,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,19,21,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,10.9,17,124,0.12,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,19,27,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,7,17,68,0.15,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,20,27,demersal,generalist,4.2,spe,flat,pointed,NA,55,non-guarder,11,17,68,0.15,69,16
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,21,27,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,7,17,68,0.15,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,22,27,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,7,17,68,0.15,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,23,27,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,7,17,68,0.15,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,24,27,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,7,17,68,0.15,109,28
Rajidae,Amblyraja,radiata,S,Amblyraja radiata,59,27,demersal,generalist,4.2,spe,flat,pointed,NA,110,non-guarder,7,17,68,0.15,109,28
Ogcocephalidae,Ogcocephalus,radiatus,S,Ogcocephalus radiatus,5,31,demersal,generalist,3.54,genus,short and/or deep,rounded,1.25,0.16,non-guarder,NA,50,15,0.3,38,NA
Antennariidae,Fowlerichthys,radiosus,S,Fowlerichthys radiosus,5,31,demersal,generalist,4.12,genus,short and/or deep,rounded,0.68,3.4,non-guarder,NA,180500,NA,NA,8,NA
Antennariidae,Fowlerichthys,radiosus,S,Fowlerichthys radiosus,6,21,demersal,generalist,4.12,genus,short and/or deep,rounded,0.68,3.4,non-guarder,NA,180500,NA,NA,8,NA
Antennariidae,Fowlerichthys,radiosus,S,Fowlerichthys radiosus,6,31,demersal,generalist,4.12,genus,short and/or deep,rounded,0.68,3.4,non-guarder,NA,180500,NA,NA,8,NA
Antennariidae,Fowlerichthys,radiosus,S,Fowlerichthys radiosus,7,21,demersal,generalist,4.12,genus,short and/or deep,rounded,0.68,3.4,non-guarder,NA,180500,NA,NA,8,NA
Rhinochimaeridae,Harriotta,raleighana,S,Harriotta raleighana,3,77,bathydemersal,benthivorous,3.55,spe,elongated,pointed,NA,125,non-guarder,NA,NA,NA,NA,103,NA
Rhinochimaeridae,Harriotta,raleighana,S,Harriotta raleighana,7,21,bathydemersal,benthivorous,3.55,spe,elongated,pointed,NA,125,non-guarder,NA,NA,NA,NA,103,NA
Rhinochimaeridae,Harriotta,raleighana,S,Harriotta raleighana,8,21,bathydemersal,benthivorous,3.55,spe,elongated,pointed,NA,125,non-guarder,NA,NA,NA,NA,103,NA
Mugilidae,Chelon,ramada,S,Chelon ramada,22,27,pelagic,benthivorous,2.34,spe,fusiform,forked,2.06,0.79,non-guarder,3,912000,49,0.24,70,10
Mugilidae,Chelon,ramada,S,Chelon ramada,22,27,pelagic,benthivorous,2.34,spe,fusiform,forked,2.06,0.79,non-guarder,3,912000,49,0.24,70,10
Mugilidae,Chelon,ramada,S,Chelon ramada,24,27,pelagic,benthivorous,2.34,spe,fusiform,forked,2.06,0.79,non-guarder,3,912000,49,0.24,70,10
Mugilidae,Chelon,ramada,S,Chelon ramada,25,27,pelagic,benthivorous,2.34,spe,fusiform,forked,2.06,0.79,non-guarder,3,912000,49,0.24,70,10
Gadidae,Raniceps,raninus,S,Raniceps raninus,22,27,demersal,benthivorous,3.77,spe,fusiform,rounded,0.82,0.83,non-guarder,3.3,2549502,54,0.24,28,8
Gadidae,Raniceps,raninus,S,Raniceps raninus,24,27,demersal,benthivorous,3.77,spe,fusiform,rounded,0.82,0.82,non-guarder,2,2549502,62,0.17,28,8
Liparidae,Careproctus,ranula,S,Careproctus ranula,7,21,demersal,benthivorous,3.58,genus,fusiform,rounded,0.54,3,non-guarder,4.8,15,26,0.43,8,7
Liparidae,Careproctus,ranula,S,Careproctus ranula,9,21,demersal,benthivorous,3.58,genus,fusiform,rounded,0.54,3,non-guarder,4.8,15,26,0.43,8,7
Liparidae,Careproctus,ranula,S,Careproctus ranula,20,27,demersal,benthivorous,3.58,genus,fusiform,rounded,0.54,3,non-guarder,4.8,15,26,0.43,8,7
Zoarcidae,Lycodes,raridens,S,Lycodes raridens,1,61,demersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,22,0.24,77,7
Zoarcidae,Lycodes,raridens,S,Lycodes raridens,1,67,demersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,25,0.31,77,7
Zoarcidae,Lycodes,raridens,S,Lycodes raridens,54,61,demersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,22,0.24,77,7
Zoarcidae,Lycodes,raridens,S,Lycodes raridens,54,67,demersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,25,0.31,77,7
Moridae,Physiculus,rastrelliger,S,Physiculus rastrelliger,3,67,demersal,generalist,4.2,genus,elongated,rounded,0.49,0.97,non-guarder,10.5,600000,64,0.15,20,27.4
Moridae,Physiculus,rastrelliger,S,Physiculus rastrelliger,3,77,demersal,generalist,4.2,genus,elongated,rounded,0.49,0.97,non-guarder,10.5,600000,64,0.15,20,27.4
Sebastidae,Sebastes,rastrelliger,S,Sebastes rastrelliger,3,77,demersal,generalist,3.87,spe,fusiform,truncate,1.6,6.3,bearer,3.5,760000,41,0.12,56,23
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,1,61,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,1,67,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,2,67,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,3,67,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,3,77,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,54,61,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,54,67,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,65,61,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Liparidae,Careproctus,rastrinus,S,Careproctus rastrinus,65,67,bathydemersal,generalist,3.34,spe,fusiform,rounded,0.54,3.75,non-guarder,4.5,418,26,0.43,51,7
Scorpaenidae,Pontinus,rathbuni,S,Pontinus rathbuni,7,21,demersal,benthivorous,3.68,genus,fusiform,rounded,1.28,0.9,non-guarder,2,48851,52,0.08,25,16
Sebastidae,Sebastes,reedi,S,Sebastes reedi,2,67,bathydemersal,generalist,3.77,genus,fusiform,truncate,1.72,6.3,bearer,9.2,312120,47,0.13,58,99
Sebastidae,Sebastes,reedi,S,Sebastes reedi,3,67,bathydemersal,generalist,3.77,genus,fusiform,truncate,1.72,6.3,bearer,5.9,277574,47,0.13,58,99
Sebastidae,Sebastes,reedi,S,Sebastes reedi,3,77,bathydemersal,generalist,3.77,genus,fusiform,truncate,1.72,6.3,bearer,5.9,312120,47,0.13,58,99
Myctophidae,Nannobrachium,regale,S,Nannobrachium regale,1,67,bathypelagic,planktivorous,3.2,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,14,0.32,20,4.5
Myctophidae,Nannobrachium,regale,S,Nannobrachium regale,2,67,bathypelagic,planktivorous,3.2,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,14,0.32,20,4.5
Myctophidae,Nannobrachium,regale,S,Nannobrachium regale,3,67,bathypelagic,planktivorous,3.2,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,14,0.32,20,4.5
Myctophidae,Nannobrachium,regale,S,Nannobrachium regale,65,61,bathypelagic,planktivorous,3.2,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,10,0.42,20,4.5
Myctophidae,Nannobrachium,regale,S,Nannobrachium regale,65,67,bathypelagic,planktivorous,3.2,spe,fusiform,forked,0.9,0.5,non-guarder,0.5,3380,14,0.32,20,4.5
Sciaenidae,Cynoscion,regalis,S,Cynoscion regalis,6,21,demersal,generalist,3.77,spe,fusiform,truncate,1.45,1,non-guarder,0.5,497630,78,0.29,70,18
Sciaenidae,Cynoscion,regalis,S,Cynoscion regalis,6,31,demersal,generalist,3.77,spe,fusiform,truncate,1.45,1,non-guarder,0.5,596257,78,0.29,70,18
Sciaenidae,Cynoscion,regalis,S,Cynoscion regalis,7,21,demersal,generalist,3.77,spe,fusiform,truncate,1.45,1,non-guarder,0.5,497630,78,0.29,70,18
Scombridae,Scomberomorus,regalis,S,Scomberomorus regalis,5,31,reef-associated,generalist,4.51,spe,fusiform,lunate,4.52,1.14,non-guarder,2.3,1196250,67,0.22,183,9.5
Scombridae,Scomberomorus,regalis,S,Scomberomorus regalis,6,31,reef-associated,generalist,4.51,spe,fusiform,lunate,4.52,1.14,non-guarder,2.3,1197500,67,0.22,183,9.5
Phycidae,Urophycis,regia,S,Urophycis regia,5,31,demersal,generalist,4.42,spe,fusiform,truncate,0.86,0.19,non-guarder,1.6,8000000,74,0.13,41,18.5
Phycidae,Urophycis,regia,S,Urophycis regia,6,21,demersal,generalist,4.42,spe,fusiform,truncate,0.86,0.19,non-guarder,1.6,8000000,93,0.15,41,18.5
Phycidae,Urophycis,regia,S,Urophycis regia,6,31,demersal,generalist,4.42,spe,fusiform,truncate,0.86,0.19,non-guarder,1.6,8000000,74,0.13,41,18.5
Phycidae,Urophycis,regia,S,Urophycis regia,7,21,demersal,generalist,4.42,spe,fusiform,truncate,0.86,0.19,non-guarder,1.6,8000000,60,0.19,41,18.5
Phycidae,Urophycis,regia,S,Urophycis regia,8,21,demersal,generalist,4.42,spe,fusiform,truncate,0.86,0.19,non-guarder,1.6,8000000,93,0.15,41,18.5
Liparidae,Rhodichthys,regina,S,Rhodichthys regina,20,27,bathydemersal,benthivorous,3.55,spe,elongated,rounded,0.74,1.31,non-guarder,3.2,55,18,0.53,31,8
Liparidae,Rhodichthys,regina,S,Rhodichthys regina,21,27,bathydemersal,benthivorous,3.55,spe,elongated,rounded,0.74,1.31,non-guarder,3.2,55,18,0.53,31,8
Liparidae,Rhodichthys,regina,S,Rhodichthys regina,59,27,bathydemersal,benthivorous,3.55,spe,elongated,rounded,0.74,1.31,non-guarder,3.2,55,18,0.53,31,5
Sciaenidae,Argyrosomus,regius,S,Argyrosomus regius,24,27,benthopelagic,piscivorous,4.29,spe,fusiform,truncate,1.15,0.9,non-guarder,1.6,2000000,172,0.15,182,42
Sciaenidae,Argyrosomus,regius,S,Argyrosomus regius,25,27,benthopelagic,piscivorous,4.29,spe,fusiform,truncate,1.15,0.9,non-guarder,1.6,2000000,172,0.15,189,42
Scophthalmidae,Zeugopterus,regius,S,Zeugopterus regius,24,27,demersal,generalist,3.99,genus,flat,rounded,1.09,1.09,non-guarder,2.7,10000000,66,0.23,20,9.5
Scophthalmidae,Zeugopterus,regius,S,Zeugopterus regius,25,27,demersal,generalist,3.99,genus,flat,rounded,1.09,0.95,non-guarder,2.7,10000000,55,0.2,20,10.2
Ariommatidae,Ariomma,regulus,S,Ariomma regulus,5,31,demersal,planktivorous,3.4,spe,short and/or deep,forked,3.59,NA,non-guarder,NA,NA,26,1.11,25,NA
Ariommatidae,Ariomma,regulus,S,Ariomma regulus,6,21,demersal,planktivorous,3.4,spe,short and/or deep,forked,3.59,NA,non-guarder,NA,NA,26,1.11,25,NA
Ariommatidae,Ariomma,regulus,S,Ariomma regulus,6,31,demersal,planktivorous,3.4,spe,short and/or deep,forked,3.59,NA,non-guarder,NA,NA,26,1.11,25,NA
Ariommatidae,Ariomma,regulus,S,Ariomma regulus,7,21,demersal,planktivorous,3.4,spe,short and/or deep,forked,3.59,NA,non-guarder,NA,NA,26,1.11,25,NA
Syngnathidae,Hippocampus,reidi,S,Hippocampus reidi,5,31,reef-associated,benthivorous,3.3,genus,eel-like,pointed,0.87,1.52,bearer,0.5,886,21,0.34,18,1
Liparidae,Careproctus,reinhardti,S,Careproctus reinhardti,7,21,bathydemersal,generalist,3.75,spe,fusiform,rounded,0.39,4.5,non-guarder,4.8,150,26,0.43,30,7
Liparidae,Careproctus,reinhardti,S,Careproctus reinhardti,8,21,bathydemersal,generalist,3.75,spe,fusiform,rounded,0.39,4.5,non-guarder,4.8,150,26,0.43,30,7
Liparidae,Careproctus,reinhardti,S,Careproctus reinhardti,18,21,bathydemersal,generalist,3.75,spe,fusiform,rounded,0.39,4.5,non-guarder,4.8,150,26,0.43,30,7
Liparidae,Careproctus,reinhardti,S,Careproctus reinhardti,19,27,bathydemersal,generalist,3.75,spe,fusiform,rounded,0.39,4.5,non-guarder,4.8,150,26,0.43,30,7
Liparidae,Careproctus,reinhardti,S,Careproctus reinhardti,20,27,bathydemersal,generalist,3.75,spe,fusiform,rounded,0.39,4.5,non-guarder,4.8,150,26,0.43,30,7
Liparidae,Careproctus,reinhardti,S,Careproctus reinhardti,21,27,bathydemersal,generalist,3.75,spe,fusiform,rounded,0.39,4.5,non-guarder,4.8,150,26,0.43,30,7
Liparidae,Careproctus,reinhardti,S,Careproctus reinhardti,22,27,bathydemersal,generalist,3.75,spe,fusiform,rounded,0.39,4.5,non-guarder,4.8,150,26,0.43,30,7
Liparidae,Careproctus,reinhardti,S,Careproctus reinhardti,59,27,bathydemersal,generalist,3.75,spe,fusiform,rounded,0.39,4.5,non-guarder,4.8,150,26,0.43,30,7
Myctophidae,Hygophum,reinhardtii,S,Hygophum reinhardtii,65,61,bathypelagic,planktivorous,3.21,spe,elongated,forked,0.79,0.57,non-guarder,0.5,3025,10,0.42,1,5
Echeneidae,Remora,remora,S,Remora remora,5,31,reef-associated,generalist,3.49,spe,elongated,rounded,1.32,1.21,non-guarder,4,19050,NA,NA,79,NA
Echeneidae,Remora,remora,S,Remora remora,6,21,reef-associated,generalist,3.49,spe,elongated,rounded,1.32,1.21,non-guarder,4,19050,NA,NA,79,NA
Echeneidae,Remora,remora,S,Remora remora,6,31,reef-associated,generalist,3.49,spe,elongated,rounded,1.32,1.21,non-guarder,4,19050,NA,NA,79,NA
Echeneidae,Remora,remora,S,Remora remora,7,21,reef-associated,generalist,3.49,spe,elongated,rounded,1.32,1.21,non-guarder,4,19050,NA,NA,79,NA
Myctophidae,Notoscopelus,resplendens,S,Notoscopelus resplendens,8,21,bathypelagic,planktivorous,3,spe,fusiform,forked,0.43,0.5,non-guarder,0.5,3380,12,0.89,17,2
Callionymidae,Callionymus,reticulatus,S,Callionymus reticulatus,21,27,demersal,benthivorous,3.28,spe,elongated,rounded,0.81,0.8,non-guarder,3.3,5000,21,0.47,11,5
Callionymidae,Callionymus,reticulatus,S,Callionymus reticulatus,22,27,demersal,benthivorous,3.28,spe,elongated,rounded,0.81,0.8,non-guarder,3.3,5000,21,0.47,11,5
Callionymidae,Callionymus,reticulatus,S,Callionymus reticulatus,24,27,demersal,benthivorous,3.28,spe,elongated,rounded,0.81,0.8,non-guarder,3.3,5000,21,0.47,11,5
Callionymidae,Callionymus,reticulatus,S,Callionymus reticulatus,25,27,demersal,benthivorous,3.28,spe,elongated,rounded,0.81,0.8,non-guarder,3.3,5000,21,0.47,11,4
Diodontidae,Chilomycterus,reticulatus,S,Chilomycterus reticulatus,5,31,reef-associated,benthivorous,3.45,spe,short and/or deep,rounded,1.89,NA,non-guarder,NA,NA,NA,NA,70,NA
Diodontidae,Chilomycterus,reticulatus,S,Chilomycterus reticulatus,6,21,reef-associated,benthivorous,3.45,spe,short and/or deep,rounded,1.89,NA,non-guarder,NA,NA,NA,NA,70,NA
Diodontidae,Chilomycterus,reticulatus,S,Chilomycterus reticulatus,6,31,reef-associated,benthivorous,3.45,spe,short and/or deep,rounded,1.89,NA,non-guarder,NA,NA,NA,NA,70,NA
Diodontidae,Chilomycterus,reticulatus,S,Chilomycterus reticulatus,7,21,reef-associated,benthivorous,3.45,spe,short and/or deep,rounded,1.89,NA,non-guarder,NA,NA,NA,NA,70,NA
Lophiidae,Lophiodes,reticulatus,S,Lophiodes reticulatus,5,31,bathydemersal,piscivorous,4.27,genus,fusiform,rounded,NA,2.7,non-guarder,5.4,1540891,155,0.09,25,13.4
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,7,21,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,22,0.24,76,27
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,8,21,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,22,0.24,76,27
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,9,21,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,22,0.24,76,27
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,18,21,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,22,0.24,76,27
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,19,27,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,21,0.21,76,27
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,20,27,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,21,0.21,70,27
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,21,27,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,21,0.21,76,27
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,22,27,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,21,0.21,76,27
Zoarcidae,Lycodes,reticulatus,S,Lycodes reticulatus,59,27,bathydemersal,benthivorous,3.49,spe,elongated,pointed,NA,5.6,guarder,4,30,21,0.21,76,27
Scyliorhinidae,Scyliorhinus,retifer,S,Scyliorhinus retifer,6,21,demersal,generalist,4.05,genus,elongated,heterocercal,1.45,120,non-guarder,5,37,84,0.15,48,15.5
Scyliorhinidae,Scyliorhinus,retifer,S,Scyliorhinus retifer,6,31,demersal,generalist,4.05,genus,elongated,heterocercal,1.45,120,non-guarder,5,37,84,0.15,48,15.5
Scyliorhinidae,Scyliorhinus,retifer,S,Scyliorhinus retifer,7,21,demersal,generalist,4.05,genus,elongated,heterocercal,1.45,120,non-guarder,5,37,84,0.15,48,15.5
Muraenidae,Muraena,retifera,S,Muraena retifera,5,31,demersal,generalist,3.9,genus,eel-like,pointed,NA,3,non-guarder,6.2,130000,170,0.08,60,22.7
Zoarcidae,Gymnelus,retrodorsalis,S,Gymnelus retrodorsalis,18,21,demersal,benthivorous,3.2,spe,eel-like,pointed,NA,4.2,guarder,2,16,22,0.13,19,12
Zoarcidae,Gymnelus,retrodorsalis,S,Gymnelus retrodorsalis,19,21,demersal,benthivorous,3.2,spe,eel-like,pointed,NA,4.2,guarder,2,16,22,0.13,19,12
Zoarcidae,Gymnelus,retrodorsalis,S,Gymnelus retrodorsalis,19,27,demersal,benthivorous,3.2,spe,eel-like,pointed,NA,4.2,guarder,2,16,22,0.13,19,12
Zoarcidae,Gymnelus,retrodorsalis,S,Gymnelus retrodorsalis,20,27,demersal,benthivorous,3.2,spe,eel-like,pointed,NA,4.2,guarder,2,16,22,0.13,19,12
Zoarcidae,Gymnelus,retrodorsalis,S,Gymnelus retrodorsalis,59,27,demersal,benthivorous,3.2,spe,eel-like,pointed,NA,4.2,guarder,2,16,22,0.13,19,12
Holocentridae,Plectrypops,retrospinis,S,Plectrypops retrospinis,5,31,reef-associated,benthivorous,3.28,spe,short and/or deep,truncate,1.38,NA,non-guarder,NA,153069,31,1.05,15,NA
Ophichthidae,Ophichthus,rex,S,Ophichthus rex,5,31,demersal,generalist,3.85,genus,eel-like,pointed,NA,2.52,non-guarder,NA,12516,76,0.3,211,NA
Rajidae,Raja,rhina,S,Raja rhina,1,67,bathydemersal,generalist,3.89,genus,flat,pointed,NA,110,non-guarder,6.3,66,107,0.16,132,26
Rajidae,Raja,rhina,S,Raja rhina,2,21,bathydemersal,generalist,3.89,genus,flat,pointed,NA,110,non-guarder,4.6,66,125,0.09,132,26
Rajidae,Raja,rhina,S,Raja rhina,2,67,bathydemersal,generalist,3.89,genus,flat,pointed,NA,110,non-guarder,6.3,66,107,0.16,132,26
Rajidae,Raja,rhina,S,Raja rhina,3,21,bathydemersal,generalist,3.89,genus,flat,pointed,NA,110,non-guarder,4.6,66,125,0.09,132,26
Rajidae,Raja,rhina,S,Raja rhina,3,67,bathydemersal,generalist,3.89,genus,flat,pointed,NA,110,non-guarder,6.3,66,107,0.16,132,26
Rajidae,Raja,rhina,S,Raja rhina,3,77,bathydemersal,generalist,3.89,genus,flat,pointed,NA,110,non-guarder,6.3,66,107,0.16,132,26
Rajidae,Raja,rhina,S,Raja rhina,65,61,bathydemersal,generalist,3.89,genus,flat,pointed,NA,110,non-guarder,6.3,66,125,0.09,132,26
Rajidae,Raja,rhina,S,Raja rhina,65,67,bathydemersal,generalist,3.89,genus,flat,pointed,NA,110,non-guarder,6.3,66,107,0.16,132,26
Embiotocidae,Amphistichus,rhodoterus,S,Amphistichus rhodoterus,3,77,demersal,benthivorous,3.37,spe,compressiform,forked,1.38,0.25,bearer,3,20,48,0.16,41,9
Sparidae,Archosargus,rhomboidalis,S,Archosargus rhomboidalis,5,31,reef-associated,benthivorous,2.89,spe,compressiform,forked,2.35,1.14,non-guarder,0.4,408380,50,0.38,33,2
Sparidae,Lagodon,rhomboides,S,Lagodon rhomboides,5,31,demersal,generalist,4.4,spe,fusiform,forked,2.22,1.14,non-guarder,3.1,408380,29,0.32,26,6.5
Sparidae,Lagodon,rhomboides,S,Lagodon rhomboides,6,21,demersal,generalist,4.4,spe,fusiform,forked,2.22,1.14,non-guarder,3.1,408380,29,0.32,26,6.5
Sparidae,Lagodon,rhomboides,S,Lagodon rhomboides,6,31,demersal,generalist,4.4,spe,fusiform,forked,2.22,1.14,non-guarder,3.1,408380,29,0.32,26,6.5
Sparidae,Lagodon,rhomboides,S,Lagodon rhomboides,7,21,demersal,generalist,4.4,spe,fusiform,forked,2.22,1.14,non-guarder,3.1,408380,29,0.32,26,6.5
Scophthalmidae,Scophthalmus,rhombus,S,Scophthalmus rhombus,22,27,demersal,benthivorous,4.42,spe,flat,rounded,1.45,1.3,non-guarder,3,10000000,44,0.42,46,5.7
Scophthalmidae,Scophthalmus,rhombus,S,Scophthalmus rhombus,23,27,demersal,benthivorous,4.42,spe,flat,rounded,1.45,1.3,non-guarder,3,10000000,44,0.42,46,5.7
Scophthalmidae,Scophthalmus,rhombus,S,Scophthalmus rhombus,24,27,demersal,benthivorous,4.42,spe,flat,rounded,1.45,1.3,non-guarder,3,10000000,44,0.42,46,5.7
Scophthalmidae,Scophthalmus,rhombus,S,Scophthalmus rhombus,25,27,demersal,benthivorous,4.42,spe,flat,rounded,1.45,1.3,non-guarder,3,10000000,44,0.42,46,5.7
Scophthalmidae,Scophthalmus,rhombus,S,Scophthalmus rhombus,26,37,demersal,benthivorous,4.42,spe,flat,rounded,1.45,1.3,non-guarder,3,10000000,42,0.42,46,5.7
Carangidae,Caranx,rhonchus,S,Caranx rhonchus,23,27,reef-associated,generalist,4.06,family,fusiform,lunate,3.5,3.5,non-guarder,2.7,846750,44,0.18,60,11
Rhamphocottidae,Rhamphocottus,richardsonii,S,Rhamphocottus richardsonii,1,67,demersal,planktivorous,3.42,spe,short and/or deep,rounded,0.77,NA,NA,NA,NA,NA,NA,9,NA
Rhamphocottidae,Rhamphocottus,richardsonii,S,Rhamphocottus richardsonii,2,67,demersal,planktivorous,3.42,spe,short and/or deep,rounded,0.77,NA,NA,NA,NA,NA,NA,9,NA
Rhamphocottidae,Rhamphocottus,richardsonii,S,Rhamphocottus richardsonii,3,67,demersal,planktivorous,3.42,spe,short and/or deep,rounded,0.77,NA,NA,NA,NA,NA,NA,9,NA
Rhamphocottidae,Rhamphocottus,richardsonii,S,Rhamphocottus richardsonii,3,77,demersal,planktivorous,3.42,spe,short and/or deep,rounded,0.77,NA,NA,NA,NA,NA,NA,9,NA
Rhamphocottidae,Rhamphocottus,richardsonii,S,Rhamphocottus richardsonii,65,67,demersal,planktivorous,3.42,spe,short and/or deep,rounded,0.77,NA,NA,NA,NA,NA,NA,9,NA
Paralichthyidae,Etropus,rimosus,S,Etropus rimosus,5,31,demersal,benthivorous,3.47,genus,flat,rounded,1.27,1.09,non-guarder,0.8,23150000,22,0.46,13,1.2
Paralichthyidae,Etropus,rimosus,S,Etropus rimosus,6,21,demersal,benthivorous,3.47,genus,flat,rounded,1.27,1.09,non-guarder,0.8,23150000,22,0.46,13,1.2
Paralichthyidae,Etropus,rimosus,S,Etropus rimosus,6,31,demersal,benthivorous,3.47,genus,flat,rounded,1.27,1.09,non-guarder,0.8,23150000,22,0.46,13,1.2
Paralichthyidae,Etropus,rimosus,S,Etropus rimosus,7,21,demersal,benthivorous,3.47,genus,flat,rounded,1.27,1.09,non-guarder,0.8,23150000,22,0.46,13,1.2
Paralepididae,Lestidiops,ringens,S,Lestidiops ringens,2,67,bathypelagic,generalist,4.05,spe,elongated,forked,1.14,1.9,non-guarder,6,50200,21,0.7,21,4
Paralepididae,Lestidiops,ringens,S,Lestidiops ringens,3,67,bathypelagic,generalist,4.05,spe,elongated,forked,1.14,1.9,non-guarder,6,50200,21,0.7,21,4
Paralepididae,Lestidiops,ringens,S,Lestidiops ringens,3,77,bathypelagic,generalist,4.05,spe,elongated,forked,1.14,1.9,non-guarder,6,50200,21,0.7,21,4
